date,price_usd,market_cap_usd,volume_24h_usd,chain,blockchain,year,month,quarter,cumulative_return,ma_7d,ma_30d
2024-08-23,6.501371999479457,3147978201.1946044,117956292.62537664,Aptos,Aptos,2024,8,3,0.0,,
2024-08-24,7.090131591128777,3434372143.05076,199196054.2008154,Aptos,Aptos,2024,8,3,9.055928374756284,,
2024-08-25,7.155362220162756,3461180437.0963974,156129750.77555302,Aptos,Aptos,2024,8,3,10.059264732669671,,
2024-08-26,7.328150707617587,3553141836.306075,197339424.5180649,Aptos,Aptos,2024,8,3,12.716988171178745,,
2024-08-27,7.012617202536128,3400344321.5103464,163011037.1328886,Aptos,Aptos,2024,8,3,7.863650981632864,,
2024-08-28,6.878743745035761,3344032938.911626,295534701.7428897,Aptos,Aptos,2024,8,3,5.80449396814271,,
2024-08-29,6.733012320161967,3277543097.862467,298810588.0477117,Aptos,Aptos,2024,8,3,3.562945186047739,6.957055683731776,
2024-08-30,6.777909636334767,3287554395.7025495,213472855.65894789,Aptos,Aptos,2024,8,3,4.253527361262388,6.996561060425392,
2024-08-31,6.724810979485344,3267527448.3470483,247369785.0938039,Aptos,Aptos,2024,8,3,3.4367973409885844,6.944372401619186,
2024-09-01,6.4841303043946406,3149070754.7926006,119310086.236032,Aptos,Aptos,2024,9,3,-0.26520086969638035,6.848482127938028,
2024-09-02,6.171481293963212,2993438257.041722,140961546.62822968,Aptos,Aptos,2024,9,3,-5.07417058341929,6.683243640273117,
2024-09-03,6.352214791262509,3091027117.879195,167126623.35005966,Aptos,Aptos,2024,9,3,-2.2942420188983292,6.588900438662599,
2024-09-04,6.1253652667397205,2982387247.091993,135662984.4493207,Aptos,Aptos,2024,9,3,-5.783498202684633,6.481274941763165,
2024-09-05,6.135407759178935,2980463593.459544,136075803.18442172,Aptos,Aptos,2024,9,3,-5.629030923470058,6.395902861622733,
2024-09-06,5.773864798182584,2809497369.290455,133294367.97392385,Aptos,Aptos,2024,9,3,-11.190056519687264,6.252467884743849,
2024-09-07,5.698823695140383,2775215468.234701,182284079.0290049,Aptos,Aptos,2024,9,3,-12.344291395775109,6.105898272694569,
2024-09-08,5.851233787902257,2846087779.908127,101209262.02359375,Aptos,Aptos,2024,9,3,-10.000015560242591,6.015484484624229,
2024-09-09,6.039200830961304,2954582452.7060075,120944361.399548,Aptos,Aptos,2024,9,3,-7.108825161137644,5.996587275623956,
2024-09-10,6.287200486497921,3066555850.509806,124693284.85881282,Aptos,Aptos,2024,9,3,-3.294251013458138,5.987299517800444,
2024-09-11,6.267743693711194,3051693516.973428,120726478.4145758,Aptos,Aptos,2024,9,3,-3.593523117689146,6.007639293082083,
2024-09-12,6.1033995661448035,2976170823.190182,145463017.17737812,Aptos,Aptos,2024,9,3,-6.121360743032667,6.003066694077206,
2024-09-13,6.173565406503951,3011791693.2495165,114812955.23195784,Aptos,Aptos,2024,9,3,-5.0421140799473125,6.06016678098026,
2024-09-14,6.318106007681402,3157776873.8382387,105706045.55795573,Aptos,Aptos,2024,9,3,-2.8188817962228274,6.148635682771833,
2024-09-15,6.054794991822515,3023702160.6848736,103276107.45882784,Aptos,Aptos,2024,9,3,-6.868965622836198,6.177715854760442,
2024-09-16,5.888969247040024,2939158053.459567,91504314.784334,Aptos,Aptos,2024,9,3,-9.419592548903,6.156254199914544,
2024-09-17,5.740475547726596,2870237666.91219,96074004.52008364,Aptos,Aptos,2024,9,3,-11.703628892698092,6.078150637232928,
2024-09-18,5.941833888622113,2970437973.0032372,123813082.83068666,Aptos,Aptos,2024,9,3,-8.606462003745442,6.031592093648773,
2024-09-19,6.1995013095272355,3097858159.0439157,153352921.89623162,Aptos,Aptos,2024,9,3,-4.643184392100485,6.0453209141319775,
2024-09-20,6.820321958185539,3408720534.401378,258221298.94714043,Aptos,Aptos,2024,9,3,4.905886922508329,6.137714707229347,
2024-09-21,7.322994970823986,3666955339.20524,270128054.173101,Aptos,Aptos,2024,9,3,12.637685882461636,6.281270273392573,6.398424666798513
